Username,TypeOfGame,Result,Date,Accuracy%
Omer8052,Game1,Win,2024-01-08 16:36:52,80
Ilanit5738,Game2,Win,2024-03-03 17:56:20,50
Arik9401,Game1,Win,2023-12-10 18:44:48,15
Yishai2080,Game1,Win,2024-03-04 10:03:28,15
Iris,Game2,Lose,2024-02-21 03:49:08,65
Gideon1084,Game1,Lose,2024-03-03 15:36:38,100
Shaked,Game1,Win,2024-02-03 06:10:00,45
Dafna,Game1,Win,2024-01-02 23:27:51,5
Michal,Game2,Win,2024-01-24 16:44:30,15
Yechiel2379,Game2,Lose,2024-01-16 04:37:33,75
Eran,Game1,Lose,2024-02-17 10:58:11,0
Tzipi,Game2,Win,2023-12-07 12:28:01,90
Oded4632,Game2,Win,2023-12-28 04:17:08,0
Inbar,Game2,Win,2023-12-21 19:12:14,0
Avital1524,Game1,Lose,2024-02-08 03:49:43,65
Michal6806,Game2,Lose,2023-12-08 12:23:32,30
Shlomo5091,Game1,Win,2024-02-13 08:48:26,15
Aviad689,Game1,Win,2024-01-26 07:13:10,95
Eitan,Game1,Win,2024-01-28 04:43:42,65
Tal6638,Game1,Lose,2024-01-07 04:00:46,15
Lilach3834,Game1,Lose,2024-03-03 19:07:05,5
Tamar1673,Game2,Win,2024-02-18 07:59:35,30
Shira7205,Game2,Lose,2024-01-07 14:26:55,10
Kfir5453,Game1,Win,2023-12-09 15:30:29,80
Sivan5784,Game1,Lose,2023-12-02 13:06:42,0
Sivan4483,Game2,Win,2024-01-20 00:31:07,85
Yael2580,Game1,Lose,2024-01-05 01:04:53,65
Noa,Game2,Lose,2024-01-18 04:56:58,30
Stav1658,Game2,Lose,2024-02-26 10:23:23,10
Yonina4263,Game1,Lose,2024-02-02 21:37:15,95
Irit,Game2,Win,2023-12-13 07:13:02,15
Esti,Game1,Lose,2024-02-22 17:41:31,80
Ayelet6650,Game1,Lose,2024-03-04 11:11:45,45
Lior,Game1,Lose,2023-12-10 08:11:16,75
Michal7894,Game1,Lose,2024-02-28 20:41:49,80
Tomer1314,Game1,Lose,2024-02-18 11:51:41,50
Gal,Game2,Win,2023-12-05 20:42:11,30
Shani3433,Game1,Win,2023-12-05 13:21:21,15
Amram2249,Game2,Win,2024-01-03 18:37:36,65
Tamar3964,Game1,Lose,2023-12-28 05:39:22,100
Leah,Game2,Win,2024-01-01 11:34:01,10
Liat,Game1,Lose,2024-01-02 11:44:17,35
Shirley9825,Game1,Lose,2023-12-30 13:06:07,85
Yuval3122,Game2,Lose,2023-12-26 19:09:13,100
Lior5292,Game1,Lose,2024-02-12 01:07:17,60
Ayelet,Game1,Win,2024-03-03 13:42:08,40
Leah6624,Game1,Win,2024-02-25 08:33:10,95
Amram2249,Game2,Lose,2024-02-11 21:06:59,10
Ofira,Game2,Win,2023-12-20 02:31:59,60
Yonina,Game1,Win,2024-02-06 00:05:56,45
Ami,Game1,Lose,2024-03-02 15:02:36,25
Aviad,Game2,Win,2024-03-01 17:01:01,100
Rachel2818,Game1,Lose,2024-02-20 06:23:09,60
